problem,n_obj,algorithm,run,seed,hv,igd_plus,runtime_s,n_var,pop_size,n_gen
dtlz2,2,SMS-EMOA,5,5001,0.4209968978248526,0.0014823787907242026,16.682907104492188,10,100,200
dtlz2,2,SMS-EMOA,6,6001,0.4210059801642222,0.00162898285371845,15.692544937133789,10,100,200
dtlz2,2,SMS-EMOA,7,7001,0.42100224633943434,0.001637399265559696,15.374699354171753,10,100,200
dtlz2,2,SMS-EMOA,8,8001,0.42099082228959495,0.001628522979569779,15.591301918029785,10,100,200
dtlz2,2,SMS-EMOA,9,9001,0.42099483058943593,0.0015475183895304787,15.317006587982178,10,100,200
dtlz2,2,SMS-EMOA,10,10001,0.42101078336498854,0.0015983603832226332,15.447826623916626,10,100,200
dtlz2,2,SMS-EMOA,11,11001,0.42100993587150704,0.001615071228743699,15.251464128494263,10,100,200
dtlz2,2,SMS-EMOA,12,12001,0.4210032890643006,0.001719908770571838,15.241526365280151,10,100,200
dtlz2,2,SMS-EMOA,13,13001,0.4209904679917456,0.0016773257677027845,15.22334098815918,10,100,200
dtlz2,2,SMS-EMOA,14,14001,0.4210099103605537,0.0016156051577179413,15.375395774841309,10,100,200
dtlz2,3,NSGA-II,0,1,0.7037058614799762,0.039099659585476086,1.1499621868133545,10,100,200
dtlz2,3,NSGA-II,1,1001,0.7017096098649308,0.03825981612436183,1.1586143970489502,10,100,200
dtlz2,3,NSGA-II,2,2001,0.7088802082264688,0.03557863140790929,1.1567625999450684,10,100,200
dtlz2,3,NSGA-II,3,3001,0.6949806102930225,0.04040237716041419,1.143150806427002,10,100,200
dtlz2,3,NSGA-II,4,4001,0.6975154238949329,0.041070095006913936,1.1748011112213135,10,100,200
dtlz2,3,NSGA-II,5,5001,0.7063242034670126,0.037260571561518824,1.1832337379455566,10,100,200
dtlz2,3,NSGA-II,6,6001,0.7021108537993963,0.03985595327369505,1.1920380592346191,10,100,200
dtlz2,3,NSGA-II,7,7001,0.6877351068247187,0.047231878553233436,1.181654691696167,10,100,200
dtlz2,3,NSGA-II,8,8001,0.7095107789508949,0.03662582192938102,1.1513662338256836,10,100,200
